0.0028396603	0.003088405	0.6604133	0.0031240103	0.004412665	0.0028186839	0.0031019528	0.004532538	0.3110422	0.0046265377	
0.0074779824	0.008133028	0.008474613	0.008226791	0.011620334	0.0074227424	0.008168706	0.011936005	0.91635627	0.012183538	
0.0017525553	0.0019060732	0.0019861276	0.0019280477	0.98103637	0.0017396092	0.0019144346	0.0027973412	0.002084096	0.0028553586	
0.0035798089	0.44438305	0.0040569087	0.0039382735	0.28240216	0.0035533647	0.003910467	0.005713927	0.14608133	0.10238071	
0.0054865708	0.0059671756	0.93832415	0.0060359696	0.008525808	0.0054460415	0.0059933523	0.0087574115	0.0065244962	0.008939022	
0.0014977296	0.0016289256	0.0016973398	0.0016477049	0.98379374	0.0014866658	0.0016360712	0.0023906024	0.0017810635	0.0024401846	
0.0016151597	0.0017566421	0.0018304205	0.0017768939	0.9825231	0.0016032285	0.001764348	0.0025780392	0.0019207085	0.0026315101	
0.0032935953	0.09219549	0.00373255	0.8742534	0.005118046	0.0032692654	0.0035978167	0.005257074	0.003916663	0.0053661065	
0.0020089054	0.0021848786	0.0022766427	0.0022100674	0.97826254	0.0019940657	0.002194463	0.0032065152	0.0023889414	0.0032730184	
0.002839641	0.0030883837	0.0032180948	0.0031239889	0.8938184	0.0028186645	0.078556985	0.0045324955	0.0033768318	0.004626498	
0.005486463	0.0059670587	0.006217673	0.006035851	0.008525635	0.005445935	0.0059932345	0.9408649	0.006524368	0.008938857	
0.08081131	0.087890096	0.09158146	0.08890336	0.12557584	0.08021435	0.08827565	0.12898692	0.09609883	0.13166216	
0.003293588	0.0035820953	0.003732542	0.003623392	0.0051180413	0.96251273	0.003597809	0.005257063	0.0039166547	0.0053660953	
0.0028396407	0.22742051	0.0032180946	0.0031239886	0.0044126334	0.74334735	0.0031019317	0.0045325	0.0033768315	0.0046265083	
0.3775186	0.004712158	0.0049100667	0.004766483	0.2531138	0.33111924	0.004732829	0.0069155465	0.0051522627	0.0070589758	
0.002839651	0.0030883946	0.0032181062	0.0031239998	0.004412647	0.17140634	0.0031019428	0.80080557	0.0033768439	0.0046265204	
0.002353112	0.0025592365	0.0026667237	0.0025887412	0.0036565964	0.7014686	0.0025704633	0.27550444	0.0027982634	0.0038338203	
